id;descripcion;capacidad;regional;ciudad
883;Sal—n 01;20;5;883
884;Sal—n 01;20;15;884
885;Sal—n 01;20;13;885
886;Sal—n 01;20;99;886
887;Sal—n 01;20;15;887
888;Sal—n 01;20;15;888
889;Sal—n 01;20;19;889
890;Sal—n 01;20;54;890
891;Sal—n 01;20;86;891
892;Sal—n 01;20;5;892
893;Sal—n 01;20;8;893
894;Sal—n 01;20;5;894
895;Sal—n 01;20;66;895
896;Sal—n 01;20;52;896
897;Sal—n 01;20;81;897
898;Sal—n 01;20;54;898
899;Sal—n 01;20;25;899
900;Sal—n 01;20;15;900
901;Sal—n 01;20;15;901
902;Sal—n 01;20;5;902
903;Sal—n 01;20;25;903
904;Sal—n 01;20;76;904
905;Sal—n 01;20;15;905
906;Sal—n 01;20;25;906
907;Sal—n 01;20;86;907
908;Sal—n 01;20;54;908
909;Sal—n 01;20;25;909
910;Sal—n 01;20;19;910
911;Sal—n 01;20;68;911
912;Sal—n 01;20;25;912
913;Sal—n 01;20;13;913
914;Sal—n 01;20;70;914
915;Sal—n 01;20;70;915
916;Sal—n 01;20;27;916
917;Sal—n 01;20;47;917
918;Sal—n 01;20;25;918
919;Sal—n 01;20;15;919
920;Sal—n 01;20;15;920
921;Sal—n 01;20;68;921
922;Sal—n 01;20;15;922
923;Sal—n 01;20;15;923
924;Sal—n 01;20;18;924
925;Sal—n 01;20;8;925
926;Sal—n 01;20;18;926
927;Sal—n 01;20;15;927
928;Sal—n 01;20;5;928
929;Sal—n 01;20;5;929
930;Sal—n 01;20;13;930
931;Sal—n 01;20;25;931
932;Sal—n 01;20;15;932
933;Sal—n 01;20;15;933
934;Sal—n 01;20;15;934
935;Sal—n 01;20;19;935
936;Sal—n 01;20;52;936
937;Sal—n 01;20;68;937
938;Sal—n 01;20;8;938
939;Sal—n 01;20;41;939
940;Sal—n 01;20;25;940
941;Sal—n 01;20;19;941
942;Sal—n 01;20;68;942
943;Sal—n 01;20;70;943
944;Sal—n 01;20;25;944
945;Sal—n 01;20;25;945
946;Sal—n 01;20;17;946
947;Sal—n 01;20;68;947
948;Sal—n 01;20;25;948
949;Sal—n 01;20;15;949
950;Sal—n 01;20;15;950
951;Sal—n 01;20;25;951
952;Sal—n 01;20;15;952
953;Sal—n 01;20;19;953
954;Sal—n 01;20;73;954
955;Sal—n 01;20;85;955
956;Sal—n 01;20;15;956
957;Sal—n 01;20;25;957
958;Sal—n 01;20;27;958
959;Sal—n 01;20;13;959
960;Sal—n 01;20;20;960
961;Sal—n 01;20;81;961
962;Sal—n 01;20;52;962
963;Sal—n 01;20;52;963
964;Sal—n 01;20;97;964
965;Sal—n 01;20;5;965
966;Sal—n 01;20;41;966
967;Sal—n 01;20;5;967
968;Sal—n 01;20;15;968
969;Sal—n 01;20;85;969
970;Sal—n 01;20;25;970
971;Sal—n 01;20;41;971
972;Sal—n 01;20;25;972
973;Sal—n 01;20;47;973
974;Sal—n 01;20;25;974
975;Sal—n 01;20;15;975
976;Sal—n 01;20;54;976
977;Sal—n 01;20;41;977
978;Sal—n 01;20;41;978
979;Sal—n 01;20;25;979
980;Sal—n 01;20;15;980
981;Sal—n 01;20;15;981
982;Sal—n 01;20;25;982
983;Sal—n 01;20;54;983
984;Sal—n 01;20;23;984
985;Sal—n 01;20;41;985
986;Sal—n 01;20;19;986
987;Sal—n 01;20;19;987
988;Sal—n 01;20;15;988
989;Sal—n 01;20;15;989
990;Sal—n 01;20;13;990
991;Sal—n 01;20;5;991
992;Sal—n 01;20;15;992
993;Sal—n 01;20;25;993
994;Sal—n 01;20;25;994
995;Sal—n 01;20;15;995
996;Sal—n 01;20;5;996
997;Sal—n 01;20;54;997
998;Sal—n 01;20;70;998
999;Sal—n 01;20;70;999
1000;Sal—n 01;20;68;1000
1001;Sal—n 01;20;15;1001
1002;Sal—n 01;20;25;1002
1003;Sal—n 01;20;19;1003
1004;Sal—n 01;20;76;1004
1005;Sal—n 01;20;15;1005
1006;Sal—n 01;20;19;1006
1007;Sal—n 01;20;85;1007
1008;Sal—n 01;20;76;1008
1009;Sal—n 01;20;8;1009
1010;Sal—n 01;20;23;1010
1011;Sal—n 01;20;76;1011
1012;Sal—n 01;20;52;1012
1013;Sal—n 01;20;15;1013
1014;Sal—n 01;20;15;1014
1015;Sal—n 01;20;13;1015
1016;Sal—n 01;20;13;1016
1017;Sal—n 01;20;5;1017
1018;Sal—n 01;20;15;1018
1019;Sal—n 01;20;15;1019
1020;Sal—n 01;20;15;1020
1021;Sal—n 01;20;85;1021
1022;Sal—n 01;20;5;1022
1023;Sal—n 01;20;52;1023
1024;Sal—n 01;20;25;1024
1025;Sal—n 01;20;25;1025
1026;Sal—n 01;20;25;1026
1027;Sal—n 01;20;76;1027
1028;Sal—n 01;20;25;1028
1029;Sal—n 01;20;27;1029
1030;Sal—n 01;20;27;1030
1031;Sal—n 01;20;5;1031
1032;Sal—n 01;20;50;1032
1033;Sal—n 01;20;44;1033
1034;Sal—n 01;20;5;1034
1035;Sal—n 01;20;44;1035
1036;Sal—n 01;20;8;1036
1037;Sal—n 01;20;5;1037
1038;Sal—n 01;20;23;1038
1039;Sal—n 01;20;68;1039
1040;Sal—n 01;20;73;1040
1041;Sal—n 01;20;86;1041
1042;Sal—n 01;20;20;1042
1043;Sal—n 01;20;5;1043
1044;Sal—n 01;20;18;1044
1045;Sal—n 01;20;5;1045
1046;Sal—n 01;20;73;1046
1047;Sal—n 01;20;5;1047
1048;Sal—n 01;20;25;1048
1049;Sal—n 01;20;15;1049
1050;Sal—n 01;20;25;1050
1051;Sal—n 01;20;76;1051
1052;Sal—n 01;20;68;1052
1053;Sal—n 01;20;25;1053
1054;Sal—n 01;20;5;1054
1055;Sal—n 01;20;76;1055
1056;Sal—n 01;20;54;1056
1057;Sal—n 01;20;19;1057
1058;Sal—n 01;20;15;1058
1059;Sal—n 01;20;54;1059
1060;Sal—n 01;20;86;1060
1061;Sal—n 01;20;25;1061
1062;Sal—n 01;20;73;1062
1063;Sal—n 01;20;17;1063
1064;Sal—n 01;20;13;1064
1065;Sal—n 01;20;44;1065
1066;Sal—n 01;20;68;1066
1067;Sal—n 01;20;85;1067
1068;Sal—n 01;20;25;1068
1069;Sal—n 01;20;73;1069
1070;Sal—n 01;20;50;1070
1071;Sal—n 01;20;41;1071
1072;Sal—n 01;20;25;1072
1073;Sal—n 01;20;25;1073
1074;Sal—n 01;20;15;1074
1075;Sal—n 01;20;50;1075
1076;Sal—n 01;20;17;1076
1077;Sal—n 01;20;68;1077
1078;Sal—n 01;20;25;1078
1079;Sal—n 01;20;52;1079
1080;Sal—n 01;20;41;1080
1081;Sal—n 01;20;5;1081
1082;Sal—n 01;20;5;1082
1083;Sal—n 01;20;5;1083
1084;Sal—n 01;20;5;1084
1085;Sal—n 01;20;85;1085
1086;Sal—n 01;20;76;1086
1087;Sal—n 01;20;76;1087
1088;Sal—n 01;20;13;1088
1089;Sal—n 01;20;68;1089
1090;Sal—n 01;20;47;1090
1091;Sal—n 01;20;5;1091
1092;Sal—n 01;20;76;1092
1093;Sal—n 01;20;15;1093
1094;Sal—n 01;20;25;1094
1095;Sal—n 01;20;25;1095
1096;Sal—n 01;20;47;1096
1097;Sal—n 01;20;54;1097
1098;Sal—n 01;20;41;1098
1099;Sal—n 01;20;15;1099
1100;Sal—n 01;20;25;1100
1101;Sal—n 02;20;5;1
1102;Sal—n 02;20;50;2
1103;Sal—n 02;20;27;3
1104;Sal—n 02;20;41;4
1105;Sal—n 02;20;13;5
1106;Sal—n 02;20;41;6
1107;Sal—n 02;20;25;7
1108;Sal—n 02;20;20;8
1109;Sal—n 02;20;68;9
1110;Sal—n 02;20;17;10
1111;Sal—n 02;20;85;11
1112;Sal—n 02;20;20;12
1113;Sal—n 02;20;41;13
1114;Sal—n 02;20;18;14
1115;Sal—n 02;20;44;15
1116;Sal—n 02;20;68;16
1117;Sal—n 02;20;25;17
1118;Sal—n 02;20;52;18
1119;Sal—n 02;20;76;19
1120;Sal—n 02;20;5;20
1121;Sal—n 02;20;47;21
1122;Sal—n 02;20;41;22
1123;Sal—n 02;20;19;23
1124;Sal—n 02;20;15;24
1125;Sal—n 02;20;73;25
1126;Sal—n 02;20;41;26
1127;Sal—n 02;20;27;27
1128;Sal—n 02;20;13;28
1129;Sal—n 02;20;73;29
1130;Sal—n 02;20;5;30
1131;Sal—n 02;20;5;31
1132;Sal—n 02;20;73;32
1133;Sal—n 02;20;25;33
1134;Sal—n 02;20;52;34
1135;Sal—n 02;20;76;35
1136;Sal—n 02;20;5;36
1137;Sal—n 02;20;5;37
1138;Sal—n 02;20;5;38
1139;Sal—n 02;20;25;39
1140;Sal—n 02;20;5;40
1141;Sal—n 02;20;17;41
1142;Sal—n 02;20;76;42
1143;Sal—n 02;20;73;43
1144;Sal—n 02;20;5;44
1145;Sal—n 02;20;5;45
1146;Sal—n 02;20;25;46
1147;Sal—n 02;20;66;47
1148;Sal—n 02;20;15;48
1149;Sal—n 02;20;47;49
1150;Sal—n 02;20;17;50
1151;Sal—n 02;20;68;51
1152;Sal—n 02;20;81;52
1153;Sal—n 02;20;81;53
1154;Sal—n 02;20;25;54
1155;Sal—n 02;20;52;55
1156;Sal—n 02;20;54;56
1157;Sal—n 02;20;5;57
1158;Sal—n 02;20;15;58
1159;Sal—n 02;20;13;59
1160;Sal—n 02;20;5;60
1161;Sal—n 02;20;19;61
1162;Sal—n 02;20;76;62
1163;Sal—n 02;20;47;63
1164;Sal—n 02;20;13;64
1165;Sal—n 02;20;5;65
1166;Sal—n 02;20;63;66
1167;Sal—n 02;20;73;67
1168;Sal—n 02;20;13;68
1169;Sal—n 02;20;20;69
1170;Sal—n 02;20;73;70
1171;Sal—n 02;20;27;71
1172;Sal—n 02;20;23;72
1173;Sal—n 02;20;27;73
1174;Sal—n 02;20;27;74
1175;Sal—n 02;20;27;75
1176;Sal—n 02;20;19;76
1177;Sal—n 02;20;66;77
1178;Sal—n 02;20;8;78
1179;Sal—n 02;20;41;79
1180;Sal—n 02;20;52;80
1181;Sal—n 02;20;5;81
1182;Sal—n 02;20;68;82
1183;Sal—n 02;20;68;83
1184;Sal—n 02;20;50;84
1185;Sal—n 02;20;68;85
1186;Sal—n 02;20;44;86
1187;Sal—n 02;20;13;87
1188;Sal—n 02;20;8;88
1189;Sal—n 02;20;20;89
1190;Sal—n 02;20;17;90
1191;Sal—n 02;20;5;91
1192;Sal—n 02;20;5;92
1193;Sal—n 02;20;25;93
1194;Sal—n 02;20;15;94
1195;Sal—n 02;20;52;95
1196;Sal—n 02;20;27;96
1197;Sal—n 02;20;66;97
1198;Sal—n 02;20;18;98
1199;Sal—n 02;20;15;99
1200;Sal—n 02;20;5;100
1201;Sal—n 02;20;15;101
1202;Sal—n 02;20;5;102
1203;Sal—n 02;20;68;103
1204;Sal—n 02;20;25;104
1205;Sal—n 02;20;15;105
1206;Sal—n 02;20;54;106
1207;Sal—n 02;20;11;107
1208;Sal—n 02;20;25;108
1209;Sal—n 02;20;27;109
1210;Sal—n 02;20;5;110
1211;Sal—n 02;20;19;111
1212;Sal—n 02;20;68;112
1213;Sal—n 02;20;76;113
1214;Sal—n 02;20;20;114
1215;Sal—n 02;20;15;115
1216;Sal—n 02;20;5;116
1217;Sal—n 02;20;15;117
1218;Sal—n 02;20;68;118
1219;Sal—n 02;20;54;119
1220;Sal—n 02;20;76;120
1221;Sal—n 02;20;15;121
1222;Sal—n 02;20;23;122
1223;Sal—n 02;20;63;123
1224;Sal—n 02;20;70;124
1225;Sal—n 02;20;19;125
1226;Sal—n 02;20;52;126
1227;Sal—n 02;20;76;127
1228;Sal—n 02;20;76;128
1229;Sal—n 02;20;5;129
1230;Sal—n 02;20;15;130
1231;Sal—n 02;20;25;131
1232;Sal—n 02;20;68;132
1233;Sal—n 02;20;50;133
1234;Sal—n 02;20;25;134
1235;Sal—n 02;20;5;135
1236;Sal—n 02;20;76;136
1237;Sal—n 02;20;70;137
1238;Sal—n 02;20;73;138
1239;Sal—n 02;20;19;139
1240;Sal—n 02;20;25;140
1241;Sal—n 02;20;13;141
1242;Sal—n 02;20;95;142
1243;Sal—n 02;20;63;143
1244;Sal—n 02;20;5;144
1245;Sal—n 02;20;15;145
1246;Sal—n 02;20;19;146
1247;Sal—n 02;20;68;147
1248;Sal—n 02;20;76;148
1249;Sal—n 02;20;19;149
1250;Sal—n 02;20;76;150
1251;Sal—n 02;20;5;151
1252;Sal—n 02;20;8;152
1253;Sal—n 02;20;41;153
1254;Sal—n 02;20;15;154
1255;Sal—n 02;20;23;155
1256;Sal—n 02;20;8;156
1257;Sal—n 02;20;76;157
1258;Sal—n 02;20;13;158
1259;Sal—n 02;20;27;159
1260;Sal—n 02;20;25;160
1261;Sal—n 02;20;68;161
1262;Sal—n 02;20;5;162
1263;Sal—n 02;20;5;163
1264;Sal—n 02;20;68;164
1265;Sal—n 02;20;5;165
1266;Sal—n 02;20;73;166
1267;Sal—n 02;20;25;167
1268;Sal—n 02;20;5;168
1269;Sal—n 02;20;27;169
1270;Sal—n 02;20;5;170
1271;Sal—n 02;20;13;171
1272;Sal—n 02;20;18;172
1273;Sal—n 02;20;76;173
1274;Sal—n 02;20;97;174
1275;Sal—n 02;20;73;175
1276;Sal—n 02;20;50;176
1277;Sal—n 02;20;5;177
1278;Sal—n 02;20;5;178
1279;Sal—n 02;20;68;179
1280;Sal—n 02;20;23;180
1281;Sal—n 02;20;15;181
1282;Sal—n 02;20;68;182
1283;Sal—n 02;20;47;183
1284;Sal—n 02;20;52;184
1285;Sal—n 02;20;25;185
1286;Sal—n 02;20;70;186
1287;Sal—n 02;20;73;187
1288;Sal—n 02;20;68;188
1289;Sal—n 02;20;68;189
1290;Sal—n 02;20;5;190
1291;Sal—n 02;20;68;191
1292;Sal—n 02;20;20;192
1293;Sal—n 02;20;23;193
1294;Sal—n 02;20;15;194
1295;Sal—n 02;20;17;195
1296;Sal—n 02;20;54;196
1297;Sal—n 02;20;23;197
1298;Sal—n 02;20;25;198
1299;Sal—n 02;20;68;199
1300;Sal—n 02;20;15;200
1301;Sal—n 02;20;20;201
1302;Sal—n 02;20;15;202
1303;Sal—n 02;20;15;203
1304;Sal—n 02;20;54;204
1305;Sal—n 02;20;15;205
1306;Sal—n 02;20;15;206
1307;Sal—n 02;20;47;207
1308;Sal—n 02;20;25;208
1309;Sal—n 02;20;25;209
1310;Sal—n 02;20;85;210
1311;Sal—n 02;20;25;211
1312;Sal—n 02;20;15;212
1313;Sal—n 02;20;15;213
1314;Sal—n 02;20;13;214
1315;Sal—n 02;20;68;215
1316;Sal—n 02;20;63;216
1317;Sal—n 02;20;5;217
1318;Sal—n 02;20;15;218
1319;Sal—n 02;20;47;219
1320;Sal—n 02;20;23;220
1321;Sal—n 02;20;13;221
1322;Sal—n 02;20;5;222
1323;Sal—n 02;20;73;223
1324;Sal—n 02;20;25;224
1325;Sal—n 02;20;41;225
1326;Sal—n 02;20;70;226
1327;Sal—n 02;20;86;227
1328;Sal—n 02;20;52;228
1329;Sal—n 02;20;5;229
1330;Sal—n 02;20;68;230
1331;Sal—n 02;20;5;231
1332;Sal—n 02;20;47;232
1333;Sal—n 02;20;27;233
1334;Sal—n 02;20;68;234
1335;Sal—n 02;20;52;235
1336;Sal—n 02;20;52;236
1337;Sal—n 02;20;68;237
1338;Sal—n 02;20;54;238
1339;Sal—n 02;20;5;239
1340;Sal—n 02;20;15;240
1341;Sal—n 02;20;63;241
1342;Sal—n 02;20;19;242
1343;Sal—n 02;20;68;243
1344;Sal—n 02;20;70;244
1345;Sal—n 02;20;15;245
1346;Sal—n 02;20;25;246
1347;Sal—n 02;20;23;247
1348;Sal—n 02;20;15;248
1349;Sal—n 02;20;70;249
1350;Sal—n 02;20;73;250
1351;Sal—n 02;20;81;251
1352;Sal—n 02;20;52;252
1353;Sal—n 02;20;50;253
1354;Sal—n 02;20;15;254
1355;Sal—n 02;20;15;255
1356;Sal—n 02;20;25;256
1357;Sal—n 02;20;54;257
1358;Sal—n 02;20;15;258
1359;Sal—n 02;20;50;259
1360;Sal—n 02;20;99;260
1361;Sal—n 02;20;52;261
1362;Sal—n 02;20;52;262
1363;Sal—n 02;20;73;263
1364;Sal—n 02;20;18;264
1365;Sal—n 02;20;68;265
1366;Sal—n 02;20;20;266
1367;Sal—n 02;20;5;267
1368;Sal—n 02;20;54;268
1369;Sal—n 02;20;54;269
1370;Sal—n 02;20;25;270
1371;Sal—n 02;20;27;271
1372;Sal—n 02;20;15;272
1373;Sal—n 02;20;13;273
1374;Sal—n 02;20;52;274
1375;Sal—n 02;20;54;275
1376;Sal—n 02;20;5;276
1377;Sal—n 02;20;76;277
1378;Sal—n 02;20;44;278
1379;Sal—n 02;20;44;279
1380;Sal—n 02;20;73;280
1381;Sal—n 02;20;5;281
1382;Sal—n 02;20;66;282
1383;Sal—n 02;20;15;283
1384;Sal—n 02;20;54;284
1385;Sal—n 02;20;5;285
1386;Sal—n 02;20;5;286
1387;Sal—n 02;20;47;287
1388;Sal—n 02;20;76;288
1389;Sal—n 02;20;50;289
1390;Sal—n 02;20;54;290
1391;Sal—n 02;20;68;291
1392;Sal—n 02;20;27;292
1393;Sal—n 02;20;13;293
1394;Sal—n 02;20;50;294
1395;Sal—n 02;20;76;295
1396;Sal—n 02;20;52;296
1397;Sal—n 02;20;15;297
1398;Sal—n 02;20;25;298
1399;Sal—n 02;20;20;299
1400;Sal—n 02;20;18;300
1401;Sal—n 02;20;50;301
1402;Sal—n 02;20;76;302
1403;Sal—n 02;20;15;303
1404;Sal—n 02;20;68;304
1405;Sal—n 02;20;13;305
1406;Sal—n 02;20;44;306
1407;Sal—n 02;20;20;307
1408;Sal—n 02;20;18;308
1409;Sal—n 02;20;52;309
1410;Sal—n 02;20;13;310
1411;Sal—n 02;20;68;311
1412;Sal—n 02;20;25;312
1413;Sal—n 02;20;47;313
1414;Sal—n 02;20;68;314
1415;Sal—n 02;20;95;315
1416;Sal—n 02;20;47;316
1417;Sal—n 02;20;70;317
1418;Sal—n 02;20;25;318
1419;Sal—n 02;20;52;319
1420;Sal—n 02;20;52;320
1421;Sal—n 02;20;19;321
1422;Sal—n 02;20;52;322
1423;Sal—n 02;20;54;323
1424;Sal—n 02;20;54;324
1425;Sal—n 02;20;76;325
1426;Sal—n 02;20;41;326
1427;Sal—n 02;20;68;327
1428;Sal—n 02;20;68;328
1429;Sal—n 02;20;5;329
1430;Sal—n 02;20;5;330
1431;Sal—n 02;20;73;331
1432;Sal—n 02;20;25;332
1433;Sal—n 02;20;73;333
1434;Sal—n 02;20;17;334
1435;Sal—n 02;20;63;335
1436;Sal—n 02;20;15;336
1437;Sal—n 02;20;73;337
1438;Sal—n 02;20;18;338
1439;Sal—n 02;20;19;339
1440;Sal—n 02;20;15;340
1441;Sal—n 02;20;76;341
1442;Sal—n 02;20;68;342
1443;Sal—n 02;20;68;343
1444;Sal—n 02;20;44;344
1445;Sal—n 02;20;81;345
1446;Sal—n 02;20;25;346
1447;Sal—n 02;20;52;347
1448;Sal—n 02;20;5;348
1449;Sal—n 02;20;73;349
1450;Sal—n 02;20;5;350
1451;Sal—n 02;20;50;351
1452;Sal—n 02;20;47;352
1453;Sal—n 02;20;52;353
1454;Sal—n 02;20;25;354
1455;Sal—n 02;20;25;355
1456;Sal—n 02;20;25;356
1457;Sal—n 02;20;25;357
1458;Sal—n 02;20;25;358
1459;Sal—n 02;20;25;359
1460;Sal—n 02;20;15;360
1461;Sal—n 02;20;25;361
1462;Sal—n 02;20;8;362
1463;Sal—n 02;20;70;363
1464;Sal—n 02;20;68;364
1465;Sal—n 02;20;25;365
1466;Sal—n 02;20;20;366
1467;Sal—n 02;20;15;367
1468;Sal—n 02;20;41;368
1469;Sal—n 02;20;41;369
1470;Sal—n 02;20;76;370
1471;Sal—n 02;20;5;371
1472;Sal—n 02;20;25;372
1473;Sal—n 02;20;5;373
1474;Sal—n 02;20;68;374
1475;Sal—n 02;20;20;375
1476;Sal—n 02;20;54;376
1477;Sal—n 02;20;5;377
1478;Sal—n 02;20;25;378
1479;Sal—n 02;20;50;379
1480;Sal—n 02;20;68;380
1481;Sal—n 02;20;15;381
1482;Sal—n 02;20;76;382
1483;Sal—n 02;20;52;383
1484;Sal—n 02;20;19;384
1485;Sal—n 02;20;25;385
1486;Sal—n 02;20;52;386
1487;Sal—n 02;20;5;387
1488;Sal—n 02;20;41;388
1489;Sal—n 02;20;68;389
1490;Sal—n 02;20;25;390
1491;Sal—n 02;20;52;391
1492;Sal—n 02;20;52;392
1493;Sal—n 02;20;47;393
1494;Sal—n 02;20;50;394
1495;Sal—n 02;20;73;395
1496;Sal—n 02;20;68;396
1497;Sal—n 02;20;19;397
1498;Sal—n 02;20;70;398
1499;Sal—n 02;20;5;399
1500;Sal—n 02;20;25;400
1501;Sal—n 02;20;5;401
1502;Sal—n 02;20;25;402
1503;Sal—n 02;20;25;403
1504;Sal—n 02;20;15;404
1505;Sal—n 02;20;68;405
1506;Sal—n 02;20;25;406
1507;Sal—n 02;20;25;407
1508;Sal—n 02;20;15;408
1509;Sal—n 02;20;68;409
1510;Sal—n 02;20;15;410
1511;Sal—n 02;20;25;411
1512;Sal—n 02;20;66;412
1513;Sal—n 02;20;68;413
1514;Sal—n 02;20;15;414
1515;Sal—n 02;20;63;415
1516;Sal—n 02;20;5;416
1517;Sal—n 02;20;54;417
1518;Sal—n 02;20;13;418
1519;Sal—n 02;20;68;419
1520;Sal—n 02;20;85;420
1521;Sal—n 02;20;44;421
1522;Sal—n 02;20;5;422
1523;Sal—n 02;20;54;423
1524;Sal—n 02;20;73;424
1525;Sal—n 02;20;5;425
1526;Sal—n 02;20;41;426
1527;Sal—n 02;20;73;427
1528;Sal—n 02;20;73;428
1529;Sal—n 02;20;73;429
1530;Sal—n 02;20;52;430
1531;Sal—n 02;20;52;431
1532;Sal—n 02;20;19;432
1533;Sal—n 02;20;94;433
1534;Sal—n 02;20;52;434
1535;Sal—n 02;20;41;435
1536;Sal—n 02;20;27;436
1537;Sal—n 02;20;5;437
1538;Sal—n 02;20;5;438
1539;Sal—n 02;20;15;439
1540;Sal—n 02;20;19;440
1541;Sal—n 02;20;76;441
1542;Sal—n 02;20;5;442
1543;Sal—n 02;20;15;443
1544;Sal—n 02;20;5;444
1545;Sal—n 02;20;15;445
1546;Sal—n 02;20;25;446
1547;Sal—n 02;20;68;447
1548;Sal—n 02;20;68;448
1549;Sal—n 02;20;8;449
1550;Sal—n 02;20;25;450
1551;Sal—n 02;20;27;451
1552;Sal—n 02;20;23;452
1553;Sal—n 02;20;41;453
1554;Sal—n 02;20;68;454
1555;Sal—n 02;20;25;455
1556;Sal—n 02;20;15;456
1557;Sal—n 02;20;5;457
1558;Sal—n 02;20;66;458
1559;Sal—n 02;20;52;459
1560;Sal—n 02;20;76;460
1561;Sal—n 02;20;17;461
1562;Sal—n 02;20;54;462
1563;Sal—n 02;20;5;463
1564;Sal—n 02;20;52;464
1565;Sal—n 02;20;20;465
1566;Sal—n 02;20;20;466
1567;Sal—n 02;20;44;467
1568;Sal—n 02;20;52;468
1569;Sal—n 02;20;50;469
1570;Sal—n 02;20;17;470
1571;Sal—n 02;20;25;471
1572;Sal—n 02;20;18;472
1573;Sal—n 02;20;25;473
1574;Sal—n 02;20;68;474
1575;Sal—n 02;20;20;475
1576;Sal—n 02;20;25;476
1577;Sal—n 02;20;5;477
1578;Sal—n 02;20;41;478
1579;Sal—n 02;20;54;479
1580;Sal—n 02;20;99;480
1581;Sal—n 02;20;85;481
1582;Sal—n 02;20;19;482
1583;Sal—n 02;20;63;483
1584;Sal—n 02;20;52;484
1585;Sal—n 02;20;5;485
1586;Sal—n 02;20;52;486
1587;Sal—n 02;20;70;487
1588;Sal—n 02;20;76;488
1589;Sal—n 02;20;15;489
1590;Sal—n 02;20;19;490
1591;Sal—n 02;20;25;491
1592;Sal—n 02;20;15;492
1593;Sal—n 02;20;17;493
1594;Sal—n 02;20;76;494
1595;Sal—n 02;20;66;495
1596;Sal—n 02;20;54;496
1597;Sal—n 02;20;15;497
1598;Sal—n 02;20;68;498
1599;Sal—n 02;20;68;499
1600;Sal—n 02;20;52;500
1601;Sal—n 02;20;50;501
1602;Sal—n 02;20;25;502
1603;Sal—n 02;20;91;503
1604;Sal—n 02;20;5;504
1605;Sal—n 02;20;52;505
1606;Sal—n 02;20;27;506
1607;Sal—n 02;20;23;507
1608;Sal—n 02;20;23;508
1609;Sal—n 02;20;70;509
1610;Sal—n 02;20;54;510
1611;Sal—n 02;20;68;511
1612;Sal—n 02;20;54;512
1613;Sal—n 02;20;8;513
1614;Sal—n 02;20;73;514
1615;Sal—n 02;20;73;515
1616;Sal—n 02;20;19;516
1617;Sal—n 02;20;15;517
1618;Sal—n 02;20;68;518
1619;Sal—n 02;20;5;519
1620;Sal—n 02;20;25;520
1621;Sal—n 02;20;25;521
1622;Sal—n 02;20;13;522
1623;Sal—n 02;20;52;523
1624;Sal—n 02;20;13;524
1625;Sal—n 02;20;44;525
1626;Sal—n 02;20;70;526
1627;Sal—n 02;20;8;527
1628;Sal—n 02;20;52;528
1629;Sal—n 02;20;8;529
1630;Sal—n 02;20;44;530
1631;Sal—n 02;20;20;531
1632;Sal—n 02;20;17;532
1633;Sal—n 02;20;25;533
1634;Sal—n 02;20;17;534
1635;Sal—n 02;20;85;535
1636;Sal—n 02;20;50;536
1637;Sal—n 02;20;13;537
1638;Sal—n 02;20;5;538
1639;Sal—n 02;20;15;539
1640;Sal—n 02;20;73;540
1641;Sal—n 02;20;17;541
1642;Sal—n 02;20;17;542
1643;Sal—n 02;20;66;543
1644;Sal—n 02;20;17;544
1645;Sal—n 02;20;13;545
1646;Sal—n 02;20;68;546
1647;Sal—n 02;20;5;547
1648;Sal—n 02;20;25;548
1649;Sal—n 02;20;27;549
1650;Sal—n 02;20;27;550
1651;Sal—n 02;20;27;551
1652;Sal—n 02;20;73;552
1653;Sal—n 02;20;19;553
1654;Sal—n 02;20;50;554
1655;Sal—n 02;20;18;555
1656;Sal—n 02;20;15;556
1657;Sal—n 02;20;95;557
1658;Sal—n 02;20;19;558
1659;Sal—n 02;20;66;559
1660;Sal—n 02;20;97;560
1661;Sal—n 02;20;86;561
1662;Sal—n 02;20;68;562
1663;Sal—n 02;20;68;563
1664;Sal—n 02;20;23;564
1665;Sal—n 02;20;13;565
1666;Sal—n 02;20;15;566
1667;Sal—n 02;20;15;567
1668;Sal—n 02;20;15;568
1669;Sal—n 02;20;5;569
1670;Sal—n 02;20;13;570
1671;Sal—n 02;20;23;571
1672;Sal—n 02;20;63;572
1673;Sal—n 02;20;23;573
1674;Sal—n 02;20;85;574
1675;Sal—n 02;20;13;575
1676;Sal—n 02;20;19;576
1677;Sal—n 02;20;18;577
1678;Sal—n 02;20;70;578
1679;Sal—n 02;20;25;579
1680;Sal—n 02;20;52;580
1681;Sal—n 02;20;15;581
1682;Sal—n 02;20;23;582
1683;Sal—n 02;20;73;583
1684;Sal—n 02;20;5;584
1685;Sal—n 02;20;5;585
1686;Sal—n 02;20;54;586
1687;Sal—n 02;20;15;587
1688;Sal—n 02;20;68;588
1689;Sal—n 02;20;5;589
1690;Sal—n 02;20;25;590
1691;Sal—n 02;20;52;591
1692;Sal—n 02;20;73;592
1693;Sal—n 02;20;5;593
1694;Sal—n 02;20;5;594
1695;Sal—n 02;20;17;595
1696;Sal—n 02;20;41;596
1697;Sal—n 02;20;25;597
1698;Sal—n 02;20;25;598
1699;Sal—n 02;20;25;599
1700;Sal—n 02;20;15;600
1701;Sal—n 02;20;25;601
1702;Sal—n 02;20;17;602
1703;Sal—n 02;20;13;603
1704;Sal—n 02;20;27;604
1705;Sal—n 02;20;47;605
